timestamp,driver_id,vehicle_id,brand,car_name,battery_capacity_kwh,max_range_km,vehicle_weight_kg,motor_power_kw,running_mode,trip_distance_km,trip_duration_hr,income_generated,avg_speed_kmph,max_speed_kmph,overspeed_events,hard_braking_events,rapid_acceleration_events,idle_time_minutes,weather_condition,traffic_density,ambient_temperature,soc_start_pct,soc_end_pct,battery_temperature,battery_cycles,battery_health_pct,energy_consumed_kwh,odometer_km,brake_wear_pct,suspension_health_pct,days_since_last_service,vehicle_condition,vehicle_active
1/27/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,52.16,1.95,903.42,40,58,0,0,1,39,Clear,Medium,21,78,67,18,625,89.15,8.45,48242.7,36.51,79.71,68,1,1
1/27/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,10.87,0.97,183.5,27,85,0,2,0,34,Cloudy,Medium,20,69,66,18,625,89.15,1.691,48253.5,36.6,79.66,68,1,1
1/27/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,13.21,0.76,210.16,39,92,0,1,0,25,Fog,High,22,66,63,18,625,89.15,1.862,48266.8,36.64,79.63,68,1,1
1/27/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,52.97,1.69,964.2,45,66,0,1,0,31,Clear,High,19,53,42,18,625,89.15,8.581,48319.7,36.7,79.6,68,1,1
1/27/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,150.23,2.24,2012.45,73,115,0,0,0,11,Clear,Low,22,54,25,27.1,625,89.15,23.12,48470,36.75,79.58,68,1,1
1/27/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,20.93,1.2,226.78,28,67,0,0,0,27,Rain,High,19,84,80,18,625,89.15,3.052,48490.9,36.76,79.58,68,1,1
1/27/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,41.06,1.52,742.63,36,75,0,2,0,23,Rain,Medium,21,57,49,18,625,89.15,5.987,48531.9,36.85,79.52,68,1,0
1/27/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,57.51,1.61,1017.42,55,79,0,3,1,34,Rain,Low,19,69,58,18,625,89.15,8.385,48589.5,36.99,79.44,68,1,0
1/27/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,167.26,2.81,2241.06,62,123,0,2,1,7,Rain,Low,19,67,38,30.3,625,89.15,23.167,48756.7,37.13,79.37,68,1,1
1/27/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,114.94,1.97,1920.45,61,98,0,0,1,5,Clear,Low,21,60,38,24.5,625,89.15,17.689,48871.7,37.17,79.36,69,1,1
1/28/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,23.23,0.89,261.5,49,84,0,0,0,25,Clear,Medium,22,54,49,18,625,89.15,3.763,48894.9,37.18,79.35,69,1,1
1/28/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,45.62,2.14,881.64,30,80,0,0,0,37,Clear,Low,19,88,78,18,625,89.15,7.39,48940.5,37.2,79.35,69,1,1
1/28/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,162.45,2.35,2895.5,74,108,1,4,1,9,Rain,Medium,17,82,54,24.8,625,89.14,22.951,49103,37.41,79.23,69,1,1
1/28/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,17.86,0.83,189.46,45,94,0,1,2,26,Clear,High,20,63,59,18,625,89.14,2.893,49120.8,37.46,79.2,69,1,1
1/28/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,46.68,1.69,836.65,37,84,0,2,2,26,Clear,Medium,26,80,70,19.5,625,89.14,7.562,49167.5,37.56,79.15,69,1,1
1/28/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,142.65,1.9,2692.99,80,114,0,2,0,7,Fog,Low,23,47,23,25.5,626,89.14,19.1,49310.1,37.69,79.08,69,1,1
1/28/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,18.27,1,340.66,38,68,0,3,0,31,Clear,Low,19,63,59,18,626,89.14,2.96,49328.4,37.81,79,69,1,1
1/28/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,169.05,2.6,3021.73,69,81,0,2,1,9,Clear,Medium,22,88,56,28,626,89.14,26.017,49497.5,37.95,78.93,69,1,1
1/28/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,13.55,0.64,185.2,47,87,0,0,1,21,Clear,High,24,65,62,18,626,89.14,2.195,49511,37.96,78.93,69,1,1
1/28/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,38.34,1.39,538.77,60,76,0,1,0,45,Fog,Medium,14,87,80,18,626,89.14,5.404,49549.4,38.01,78.9,69,1,1
1/28/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,32.45,1.07,429.42,46,97,0,1,1,22,Cloudy,Medium,18,64,57,18,626,89.14,5.047,49581.8,38.06,78.87,69,1,1
1/28/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,50.98,0.83,801.17,75,114,0,1,1,9,Clear,Medium,20,49,39,18,626,89.14,7.846,49632.8,38.12,78.84,70,1,1
1/29/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,59.76,1.94,904.37,38,62,0,1,0,22,Rain,Medium,16,69,58,18,626,89.14,8.713,49692.5,38.18,78.81,70,1,1
1/29/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,97.39,1.33,1815.63,79,99,0,2,0,6,Clear,Low,18,82,63,19.9,626,89.14,14.988,49789.9,38.3,78.75,70,1,1
1/29/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,60.25,2.29,870.58,33,71,0,1,2,28,Rain,Medium,17,59,48,18,626,89.14,8.784,49850.2,38.36,78.71,70,1,1
1/29/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,25.64,1.23,354.39,42,85,0,1,0,37,Clear,Low,21,64,58,18,626,89.14,4.154,49875.8,38.41,78.69,70,1,1
1/29/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,20.96,1.11,225.16,44,98,0,1,0,38,Cloudy,Medium,21,64,60,18,626,89.14,3.26,49896.8,38.45,78.66,70,1,1
1/29/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,56.42,1.7,1080.92,49,84,0,0,2,33,Clear,Low,10,72,60,18,626,89.14,9.14,49953.2,38.47,78.65,70,1,1
1/29/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,138.04,2.29,2480.8,62,107,1,0,0,4,Clear,Medium,24,70,43,27.1,626,89.14,21.669,50091.2,38.52,78.64,70,1,1
1/29/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,58.02,1.72,961.64,52,85,0,4,1,36,Rain,High,15,77,66,18,626,89.13,8.459,50149.3,38.7,78.53,70,1,1
1/29/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,125.17,1.72,2258.27,78,126,1,1,0,7,Rain,Medium,15,53,31,21.3,626,89.13,17.684,50274.4,38.78,78.49,70,1,1
1/29/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,75.14,1.2,1203.03,73,90,0,1,0,10,Cloudy,Medium,18,70,56,18,626,89.13,11.101,50349.6,38.85,78.45,70,1,1
1/29/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,136.11,2.06,1500.6,70,110,1,0,2,7,Clear,Low,15,64,37,20.5,627,89.13,21.366,50485.7,38.9,78.44,70,1,1
1/29/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,46.3,1.34,762.79,47,83,0,2,0,21,Clear,High,17,84,74,18,627,89.13,7.501,50532,38.99,78.38,71,1,1
1/30/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,87.9,1.58,1197.61,62,120,0,1,1,10,Rain,Medium,14,44,29,18,627,89.13,12.175,50619.9,39.07,78.35,71,1,1
1/30/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,55.22,1.47,885.65,50,78,0,0,0,22,Cloudy,Medium,17,74,63,18,627,89.13,8.588,50675.1,39.08,78.34,71,1,1
1/30/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,43,1.5,657.81,43,79,1,4,1,30,Rain,High,16,80,72,18,627,89.13,6.395,50718.1,39.26,78.24,71,1,1
1/30/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,22.45,1.1,386.78,45,66,0,1,0,36,Clear,Medium,15,52,47,18,627,89.13,3.637,50740.6,39.31,78.21,71,1,0
1/30/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,58.82,1.75,800.96,49,66,0,0,0,33,Rain,Medium,13,63,52,18,627,89.13,8.576,50799.4,39.33,78.2,71,1,1
1/30/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,111.59,1.9,1889.4,62,102,0,1,0,6,Cloudy,Medium,19,78,57,22.6,627,89.13,16.487,50911,39.41,78.16,71,1,1
1/30/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,115.24,2.34,1499.24,51,92,0,0,2,5,Fog,Medium,19,71,52,18,627,89.13,15.43,51026.2,39.45,78.15,71,1,1
1/30/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,35.01,1.17,591.58,55,87,0,1,0,32,Clear,Low,12,86,79,18,627,89.13,5.672,51061.2,39.5,78.12,71,1,1
1/30/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,18.64,1.1,243.2,32,80,0,0,1,31,Clear,Medium,19,87,83,18,627,89.13,3.02,51079.9,39.51,78.12,71,1,0
1/30/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,54.84,0.75,1005.36,82,104,0,0,1,5,Rain,Medium,19,77,67,18,627,89.13,7.596,51134.7,39.53,78.11,71,1,1
1/30/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,16.87,0.98,191.89,44,96,0,0,1,36,Clear,Low,20,69,65,18,627,89.13,2.733,51151.6,39.53,78.11,71,1,1
1/30/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,12.35,0.74,150.14,33,78,0,0,0,22,Clear,Medium,11,74,71,18,627,89.13,2.001,51163.9,39.54,78.11,72,1,1
1/31/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,61.01,1.87,884.21,45,98,0,2,1,31,Rain,Medium,17,59,48,18,627,89.13,8.895,51224.9,39.64,78.05,72,1,1
1/31/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,27.25,1.18,343.68,53,96,0,0,0,40,Clear,High,15,77,71,18,627,89.13,4.415,51252.2,39.65,78.05,72,1,1
1/31/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,31.01,1.32,491.14,42,92,0,0,0,35,Clear,High,13,68,61,18,627,89.12,5.024,51283.2,39.66,78.04,72,1,1
1/31/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,100.34,1.74,1034.69,65,110,0,4,1,12,Fog,Medium,13,77,60,18,627,89.12,13.435,51383.5,39.85,77.93,72,1,1
1/31/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,98.32,1.48,1407.81,74,121,0,0,1,9,Fog,Medium,18,75,58,18,627,89.12,13.164,51481.8,39.89,77.92,72,1,1
1/31/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,51.63,1.87,957.75,40,85,0,0,1,35,Clear,Medium,18,65,54,18,627,89.12,8.364,51533.5,39.91,77.91,72,1,1
1/31/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,55.82,0.93,1005.75,69,115,0,0,2,7,Clear,Medium,20,80,69,18,627,89.12,8.591,51589.3,39.92,77.91,72,1,0
1/31/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,112.23,1.75,1957.98,66,97,0,2,0,3,Fog,Low,16,73,54,18,628,89.12,15.027,51701.5,40.04,77.84,72,1,1
1/31/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,105.74,1.39,1550.92,84,97,0,0,0,8,Clear,Medium,22,69,49,23.1,628,89.12,16.273,51807.3,40.08,77.83,72,1,1
1/31/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,24.43,0.99,410.48,48,93,0,2,1,29,Rain,High,26,73,68,18,628,89.12,3.562,51831.7,40.17,77.78,72,1,0
1/31/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,79,1.37,1322.2,62,107,1,2,0,6,Clear,Low,16,67,51,18,628,89.12,12.401,51910.7,40.28,77.72,72,1,1
1/31/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,172.79,2.5,2854.61,72,97,0,1,1,6,Rain,Medium,18,76,46,32.3,628,89.12,23.933,52083.5,40.38,77.67,73,1,1
2/1/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,141.7,2.23,2205.17,67,95,0,0,0,7,Rain,Medium,24,67,43,23.8,628,89.12,19.627,52225.2,40.43,77.65,73,1,1
2/1/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,22.97,1.03,369.57,42,89,0,2,1,29,Rain,Medium,21,58,53,18,628,89.12,3.349,52248.2,40.52,77.6,73,1,1
2/1/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,58.31,1.31,831.57,60,78,0,2,2,20,Clear,Low,16,66,54,18,628,89.12,9.446,52306.5,40.62,77.54,73,1,1
2/1/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,164.16,2.35,2584.24,73,119,0,0,1,6,Fog,Medium,16,58,31,26.7,628,89.11,21.98,52470.6,40.67,77.52,73,1,1
2/1/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,14.93,0.84,255.86,44,81,0,2,0,30,Clear,High,24,85,82,18,628,89.11,2.419,52485.6,40.76,77.47,73,1,1
2/1/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,31.45,1.45,442.43,29,89,0,0,1,22,Cloudy,Medium,23,67,61,18,628,89.11,4.891,52517,40.77,77.47,73,1,1
2/1/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,10.18,0.79,151.79,42,60,0,0,0,33,Clear,Medium,19,53,50,18,628,89.11,1.649,52527.2,40.77,77.47,73,1,1
2/1/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,75.53,0.98,954.59,84,108,0,0,1,5,Clear,Low,21,80,65,19.4,628,89.11,11.624,52602.7,40.8,77.46,73,1,1
2/1/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,170.54,2.59,2913.89,70,104,0,2,0,9,Rain,Medium,15,74,45,25.4,628,89.11,23.621,52773.3,40.94,77.39,73,1,1
2/1/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,26.47,0.83,362.78,52,104,0,0,0,19,Clear,Low,13,68,62,18,628,89.11,4.288,52799.7,40.95,77.39,73,1,1
2/1/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,63.71,0.9,748.18,80,103,0,1,0,6,Fog,Medium,23,66,55,18.3,628,89.11,8.53,52863.4,41.01,77.35,73,1,1
2/1/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,150.35,2.3,2021.99,70,109,0,0,1,9,Clear,Medium,17,87,58,30.5,629,89.11,23.139,53013.8,41.06,77.33,74,1,1
2/2/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,17.92,0.92,288.32,37,89,1,1,1,26,Fog,High,22,71,67,18,629,89.11,2.576,53031.7,41.11,77.31,74,1,1
2/2/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,82.33,1.23,951.82,73,116,0,1,0,6,Rain,Medium,23,58,44,22.2,629,89.11,11.404,53114,41.18,77.27,74,1,1
2/2/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,33.45,0.95,521.44,61,86,0,0,1,24,Rain,Low,18,73,67,18,629,89.11,4.877,53147.5,41.19,77.27,74,1,1
2/2/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,14.65,0.71,216.33,37,100,0,3,0,19,Clear,Low,18,62,59,18,629,89.11,2.373,53162.1,41.32,77.19,74,1,1
2/2/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,40.91,1.99,612.44,25,70,0,1,1,21,Rain,High,20,92,84,18,629,89.11,5.965,53203,41.37,77.16,74,1,1
2/2/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,125.67,1.84,1947.02,71,105,0,1,1,4,Rain,Medium,24,59,37,23.3,629,89.11,17.407,53328.7,41.45,77.12,74,1,1
2/2/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,41.92,1.46,764.72,42,99,0,0,0,28,Rain,Medium,9,54,46,18,629,89.11,6.112,53370.6,41.47,77.12,74,1,1
2/2/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,154.53,2.31,2775.86,70,120,0,0,1,6,Rain,Low,22,72,45,30.6,629,89.11,21.404,53525.2,41.52,77.1,74,1,1
2/2/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,133.52,2.03,2401.28,71,102,0,0,0,9,Clear,Medium,19,53,27,25.6,629,89.1,20.549,53658.7,41.57,77.08,74,1,1
2/2/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,114.25,2.02,1733.98,61,100,0,1,1,9,Rain,Low,12,59,39,18,629,89.1,15.825,53772.9,41.65,77.04,74,1,1
2/2/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,69.56,1,700.78,77,103,1,1,0,6,Cloudy,Medium,23,91,78,18,629,89.1,10.483,53842.5,41.71,77.01,74,1,1
2/2/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,14.95,1.05,155.36,53,69,0,1,0,46,Clear,Low,20,65,62,18,629,89.1,2.422,53857.4,41.76,76.98,75,1,1
2/3/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,9.52,0.66,120.08,50,94,0,0,1,28,Fog,High,15,88,86,18,629,89.1,1.342,53867,41.76,76.98,75,1,1
2/3/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,163.49,2.44,2267.38,71,86,0,0,0,8,Fog,Low,19,71,44,27.6,629,89.1,21.89,54030.5,41.82,76.96,75,1,1
2/3/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,176.27,2.85,2902.13,65,116,1,1,1,8,Clear,Medium,16,49,15,29,629,89.1,27.671,54206.7,41.92,76.92,75,1,1
2/3/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,49.62,1.51,717.5,49,89,0,1,0,30,Rain,Medium,18,85,76,18,630,89.1,7.235,54256.3,41.98,76.89,75,1,1
2/3/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,61.71,0.98,675.95,73,103,0,0,1,8,Rain,Medium,17,62,51,18,630,89.1,8.547,54318.1,42,76.88,75,1,1
2/3/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,54.08,2.43,548.81,31,84,0,0,0,41,Rain,Medium,15,76,66,18,630,89.1,7.885,54372.1,42.02,76.87,75,1,1
2/3/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,173.33,2.49,2178.63,70,117,0,1,1,1,Rain,Medium,10,68,38,23.6,630,89.1,24.008,54545.5,42.12,76.83,75,1,1
2/3/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,141.73,2.2,1507.18,68,116,1,1,1,7,Clear,Low,19,62,34,26.7,630,89.1,22.248,54687.2,42.21,76.78,75,1,1
2/3/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,77.45,1.36,1078.36,63,115,0,0,2,8,Clear,Medium,27,63,48,19.1,630,89.09,11.92,54764.6,42.24,76.77,75,1,1
2/3/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,31.69,1.16,565.69,53,70,0,1,1,34,Clear,Low,17,65,58,18,630,89.09,5.134,54796.3,42.29,76.75,75,1,1
2/3/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,151.73,2.12,1661.12,74,111,1,2,2,4,Clear,Low,12,50,20,27.5,630,89.09,23.818,54948.1,42.42,76.68,75,1,1
2/3/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,51.47,1.57,740.57,40,80,0,2,0,17,Clear,Low,22,78,67,18,630,89.09,8.338,54999.5,42.52,76.62,75,1,1
2/4/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,17.02,1.12,319.21,39,68,0,1,0,41,Clear,Medium,22,67,63,18,630,89.09,2.757,55016.6,42.56,76.59,76,1,1
2/4/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,130.59,2.08,2518.53,65,123,0,1,2,4,Rain,Medium,25,82,59,26.7,630,89.09,18.088,55147.1,42.65,76.55,76,1,1
2/4/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,169.64,3.02,2432.02,58,115,1,0,1,6,Rain,Low,18,75,45,30.2,630,89.09,23.967,55316.8,42.71,76.53,76,1,1
2/4/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,12.11,0.99,152.71,30,90,0,1,0,35,Rain,Medium,27,49,46,18,630,89.09,1.766,55328.9,42.75,76.51,76,1,1
2/4/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,136.97,2.19,1577.14,65,109,0,0,0,5,Rain,Medium,19,73,49,26.1,631,89.09,18.972,55465.9,42.8,76.49,76,1,1
2/4/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,18.19,0.75,327.68,50,80,0,0,1,23,Clear,Low,18,63,59,18,631,89.09,2.947,55484.1,42.81,76.49,76,1,1
2/4/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,88.02,1.45,1347.08,65,113,0,0,0,6,Rain,Medium,14,77,62,18,631,89.09,12.192,55572.1,42.84,76.48,76,1,1
2/4/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,119.57,1.88,1451.79,72,117,0,1,1,13,Fog,Medium,19,71,51,23.9,631,89.09,16.01,55691.6,42.92,76.44,76,1,1
2/4/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,64.43,2.32,662.96,36,82,0,3,0,32,Clear,Medium,22,70,57,18.5,631,89.09,10.438,55756.1,43.06,76.36,76,1,1
2/4/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,30.23,1.32,396.4,33,71,0,2,1,24,Fog,Medium,18,72,66,18,631,89.09,4.261,55786.3,43.15,76.3,76,1,1
2/4/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,17.49,0.9,246.38,42,88,1,0,1,29,Clear,Medium,16,55,51,18,631,89.09,2.89,55803.8,43.16,76.3,76,1,1
2/4/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,116.19,1.81,2171.82,68,102,0,0,0,6,Rain,Medium,19,65,45,22.6,631,89.08,16.093,55920,43.2,76.29,76,1,1
2/5/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,15.27,0.69,226.01,41,73,0,0,0,19,Clear,Medium,11,63,59,18,631,89.08,2.474,55935.3,43.21,76.28,77,1,1
2/5/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,58.21,1.63,691.42,48,86,1,0,0,25,Clear,Medium,28,64,52,18.1,631,89.08,9.619,55993.5,43.23,76.28,77,1,1
2/5/2024 4:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,44.34,1.26,830.55,48,68,0,0,1,20,Rain,Low,22,69,61,18,631,89.08,6.465,56037.8,43.24,76.27,77,1,1
2/5/2024 6:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,30.46,1.2,535.94,47,97,0,0,0,33,Rain,Low,24,77,71,18,631,89.08,4.441,56068.3,43.25,76.27,77,1,1
2/5/2024 8:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,46.52,1.63,821.01,41,72,0,0,2,30,Clear,Medium,16,64,54,18,631,89.08,7.536,56114.8,43.27,76.26,77,1,1
2/5/2024 10:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,15.89,0.75,276.46,57,81,0,2,0,28,Clear,Low,19,67,63,18,631,89.08,2.574,56130.7,43.35,76.21,77,1,1
2/5/2024 12:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,163.37,2.65,1868.56,64,94,0,0,0,6,Clear,Medium,11,67,36,24.1,631,89.08,25.143,56294,43.41,76.19,77,1,1
2/5/2024 14:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,82.66,1.17,1372.71,80,109,0,0,1,8,Rain,Low,21,66,52,21.7,631,89.08,11.449,56376.7,43.44,76.18,77,1,1
2/5/2024 16:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,33.11,1.41,395.67,37,97,1,0,2,31,Rain,High,21,69,62,18,631,89.08,4.924,56409.8,43.45,76.18,77,1,1
2/5/2024 18:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,81.5,1.32,1512.62,66,98,0,0,0,5,Clear,Medium,21,81,65,19.6,631,89.08,12.543,56491.3,43.48,76.17,77,1,1
2/5/2024 20:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,45.88,1.25,879.29,54,70,0,2,2,24,Rain,Low,25,77,68,18,631,89.08,6.689,56537.2,43.58,76.11,77,1,1
2/5/2024 22:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,136.96,2.02,1442.87,72,102,0,3,0,7,Clear,Medium,15,62,36,24.9,631,89.08,21.078,56674.2,43.74,76.02,77,1,1
2/6/2024 0:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,1,145.34,2.42,2242.01,61,97,0,0,1,2,Rain,Medium,14,71,46,22,632,89.08,20.131,56819.5,43.8,76,78,1,1
2/6/2024 2:00,D002,VH002,Volkswagen,ID.4 Pro,82,550,2200,150,0,19.33,1.25,231.69,40,75,0,1,4,46,Rain,Medium,16,78,74,18,632,89.08,2.818,56838.8,43.84,75.98,78,1,0
